cliente,cod_cliente,mes,articulo,descripcion,m2,ingresos,cv_pintura,cv_quimicos,cv_mod,cmg,cmg_por_m2
MENGARELLI RUBEN JOSE,10040,7,000706,VIGA CAJON 2.7 (BLANCO),70.2,551887.0823271817,71253.1620971884,25533.77256744878,20030.238121634397,435069.9095409101,6197.577058987323
METALLO SA,10003,7,000588,CONJUNTO HABITACIONAL,1320.0,16753375.7,1339803.0479813202,480122.2192169856,376636.95613329636,14556813.476668397,11027.888997476059
METALLURGIA SRL,10009,7,000046,ANGULO 1 X 1/8 X 3 MTS,90.0,462000.0,91350.2078169082,32735.605855703565,25679.79246363384,312234.3938637544,3469.2710429306044
PULPEIRO,10015,7,000069,LL R-20 ESPECIALES P01,30.0,44983.90782769801,30450.06927230273,10911.868618567854,8559.93082121128,-4937.960884383858,-164.5986961461286
PULPEIRO,10015,7,000070,LL R-26/7/8/9 ESPECIALES P02,593.6,890081.5895507179,602505.3706679634,215909.50706606262,169372.49784903385,-97705.78603234203,-164.59869614612876
PULPEIRO,10015,7,000071,LL R-12/14/15/16/20 ECONOMICA P03,24.1,36137.07262158406,24461.55564874986,8765.867790249511,6876.477759706396,-3966.828577121706,-164.59869614612887
SIN FIN SH,10014,7,000125,ESCALERA BRASILERA 2 ESCALONES,10.0,22346.732394366198,10150.023090767578,3637.2895395226183,2853.310273737093,5706.109490338908,570.6109490338907
SIN FIN SH,10014,7,000128,ESCALERA BRASILERA 5 ESCALONES,25.5,56984.167605633804,25882.558881457324,9275.088325782677,7275.941198029588,14550.579200364216,570.6109490338908
STARA ARGENTINA S.A.,10033,7,000339,8036-1196 (PROTECCION CENTRAL FONDO SIN FIN),6.9,112866.77860696519,7003.515932629629,2509.729782270607,1968.7840888785945,101384.74880318636,14693.441855534255
STARA ARGENTINA S.A.,10033,7,000429,8014-1108 (RASCADOR CHASIS 10465),7.38,120718.38059701494,7490.717040986472,2684.3196801676922,2105.742982017975,108437.60089384278,14693.441855534253
STARA ARGENTINA S.A.,10033,7,000438,8014-4106/07 (SIN FIN DER/IZQ 10465),9.84,160957.8407960199,9987.622721315296,3579.092906890256,2807.6573093572997,144583.46785845704,14693.441855534253
TREFER SA,10048,7,000689,"MENSULAS 0,42 A 0,53 M DE LARGO",180.0,440000.0,182700.4156338164,65471.21171140713,51359.58492726768,140468.7877275088,780.3821540417156
AFG INGENIERIA SRL,10049,8,000711,3106 - PLANCHUELA AJUSTE (BARA),46.46,350189.96412363154,56602.50609838484,19709.69624139866,12722.735773101133,261155.02601074692,5621.072449650171
AFG INGENIERIA SRL,10049,8,000712,3107 - PLEGADO SOPORTE ALAS CORTA (BARA),376.71,2839433.0905082487,458948.1289781005,159811.44363102212,103159.31539141039,2117514.202507715,5621.07244965017
AFG INGENIERIA SRL,10049,8,000713,3108 - PLEGADO SOPORTE ALAS LARGAS (BARA),41.76,314763.94536812,50876.466953692434,17715.818231614463,11435.674685421938,234735.98549739114,5621.072449650172
ANSA,10011,8,000105,"MENSULAS 0,43 A 0,53 M DE LARGO",331.2,907407.3089700997,403503.0137706641,140504.76528521813,90696.73026369122,272702.7996505262,823.378018268497
ANSA,10011,8,000728,ESCUADRA (BLANCO),30.0,82192.69102990034,36549.18602995147,12726.880913516137,8215.28353837783,24701.340548054905,823.3780182684968
AXEL,10000,8,000008,MUEBLE SECARROPA BLANCO,829.6,2427972.9422425423,1010706.8243482579,351940.68019509956,227179.97411460822,838145.4635845765,1010.300703452961
AXEL,10000,8,000009,TAPA SECARROPA BLANCO,600.0,1756007.4317086854,730983.7205990293,254537.61827032277,164305.67076755658,606180.4220717766,1010.300703452961
AXEL,10000,8,000013,CARACOL SECARROPA BLANCO,57.6,168576.7134440338,70174.43717750681,24435.611353950982,15773.344393685431,58193.320518890585,1010.3007034529616
AXEL,10000,8,000019,FRENTE HORNO 45 NEGRO,578.7,1693669.1678830273,705033.7985177638,245501.53282172632,158472.81945530834,584661.0170882288,1010.3007034529614
AXEL,10000,8,000421,CONJUNTO PURIFICADOR BLANCO,1266.36,3706229.285364351,1542814.240696311,537227.0971213431,346783.54872200487,1279404.3988246918,1010.3007034529611
AXEL,10000,8,000511,CONJUNTO PURIFICADOR NEGRO,980.88,2870720.949357359,1195012.1864352932,416118.09834832366,268606.9105708015,990983.7540029408,1010.3007034529614
DANES SRL,10016,8,000149,CALZAS ALUMINIO ROJO,21.0,304620.5795635977,25584.430220966024,8908.816639461296,5750.698476864481,264376.6342263059,12589.363534585995
DANES SRL,10016,8,000166,PORTA FAROL LAT LARGO (GRAFITO),8.0,116045.93507184672,9746.449607987057,3393.83491027097,2190.7422769007544,100714.90827668793,12589.363534585991
DANES SRL,10016,8,000306,SOPORTE GUARDABARRO PARA TANQUE Y TOLVA (GRAFITO),7.04,102120.42286322512,8576.87565502861,2986.574721038454,1927.853203672664,88629.11928348539,12589.363534585993
DANES SRL,10016,8,000307,SOPORTE MATAFUEGOS DOBLE (GRAFITO),6.5,94287.32224587546,7918.990306489484,2757.490864595163,1779.9780999818631,81830.86297480894,12589.363534585991
DANES SRL,10016,8,000338,SOPORTE MATAFUEGO DOBLE ESTRELLITA,3.0,43517.22565194252,3654.9186029951466,1272.6880913516138,821.528353837783,37768.09060375798,12589.363534585993
DANES SRL,10016,8,000707,SOPORTE PARA RUEDA (AMARILLO),67.2,974785.8546035126,81870.17670709128,28508.213246276147,18402.235125966337,846005.2295241788,12589.363534585993
EDUARDO GHERBEZZA SAS,10035,8,000467,21208 - CARCASA CHASIS SS (NEGRO),13.68,47037.242437923254,16666.428829657867,5803.457696563359,3746.1692935002898,20821.186618201737,1522.0165656580218
EDUARDO GHERBEZZA SAS,10035,8,000625,21154 - TAPA TRANSMISION CHASIS 400- GABINETE (ROJO),82.56,283873.8841867649,100583.35995442644,35024.376273996415,22608.460297615788,125657.68766072625,1522.0165656580214
EDUARDO GHERBEZZA SAS,10035,8,000643,21215 - CARCASA ASPIRACION SD (ROJO),38.5,132378.20422953545,46904.78873843771,16332.830505679041,10542.94720758488,58597.637777833814,1522.0165656580211
EDUARDO GHERBEZZA SAS,10035,8,000656,21364 - SUNCHO CIERRE 70 MM 18 AGUJEROS (ROJO),33.6,115530.06914577642,40935.08835354564,14254.106623138074,9201.117562983169,51139.756606109535,1522.0165656580218
FRIC ROT,10001,8,000040,VAINA T2U13005,90.0,582576.7588932806,109647.5580898544,38180.642740548414,24645.850615133488,410102.7074477443,4556.696749419381
FRIC ROT,10001,8,000041,VAINA T2U15001,84.0,543738.3083003953,102337.7208838641,35635.266557845185,23002.793907457923,382762.5269512281,4556.696749419382
FRIC ROT,10001,8,000042,VAINA T2U15002,555.0,3592556.6798418975,676159.941554102,235447.29690004853,151982.74545998982,2528966.6959277573,4556.696749419382
FRIC ROT,10001,8,000045,VAINA T2U14005,30.0,194192.25296442688,36549.18602995147,12726.880913516137,8215.28353837783,136700.90248258144,4556.696749419381
JAIME,10013,8,000084,"MENSULAS 0,43 A 0,53 M DE LARGO",134.26,395600.0,163569.79054604276,56957.03438162254,36766.1322620869,138307.0428102478,1030.1433249683287
MENGARELLI RUBEN JOSE,10040,8,000706,VIGA CAJON 2.7 (BLANCO),261.36,2668785.085669497,318416.50869293715,110876.58651855259,71571.55018634765,2167920.4402716598,8294.767524761477
MENGARELLI RUBEN JOSE,10040,8,000708,VIGA CAJON 2.7 (NARANJA),77.76,794018.7031743958,94735.4901896342,32988.07532783383,21294.014931475336,645001.1227254525,8294.767524761477
MENGARELLI RUBEN JOSE,10040,8,000709,VIGA CAJON 3 (NARANJA),9.6,98027.00039190071,11695.739529584469,4072.601892325164,2628.8907322809055,79629.76823771016,8294.767524761475
MENGARELLI RUBEN JOSE,10040,8,000716,PARANTE 3 MTS (BLANCO),4.32,44112.150176355324,5263.082788313011,1832.670851546324,1183.0008295264074,35833.39570696958,8294.767524761477
MENGARELLI RUBEN JOSE,10040,8,000717,PARANTE 3 MTS (GRIS TOPO),14.4,147040.50058785107,17543.609294376703,6108.902838487746,3943.3360984213577,119444.65235656526,8294.767524761477
METALLO SA,10003,8,000588,CONJUNTO HABITACIONAL,330.0,4392556.61,402041.0463294661,139995.69004867753,90368.11892215612,3760151.7546997005,11394.39925666576
METALLURGIA SRL,10009,8,000046,ANGULO 1 X 1/8 X 3 MTS,60.0,308000.0,73098.37205990293,25453.761827032275,16430.56707675566,193017.29903630912,3216.9549839384854
PULPEIRO,10015,8,000069,LL R-20 ESPECIALES P01,48.0,82124.62964662688,58478.697647922345,20363.00946162582,13144.453661404528,-9861.531124325811,-205.44856509012106
PULPEIRO,10015,8,000070,LL R-26/7/8/9 ESPECIALES P02,813.6,1392012.4725103257,991213.9251322838,345153.0103745577,222798.48956080675,-167152.95255732254,-205.44856509012112
PULPEIRO,10015,8,000071,LL R-12/14/15/16/20 ECONOMICA P03,10.0,17109.29784304727,12183.062009983822,4242.293637838712,2738.4278461259432,-2054.4856509012084,-205.44856509012084
SIN FIN SH,10014,8,000126,ESCALERA BRASILERA 3 ESCALONES,42.78,97915.81624584718,52119.13927871079,18148.532182674015,11714.994325726786,15933.150458735587,372.4439097413648
SIN FIN SH,10014,8,000136,ESCALERA BUTACA ECONOMICA,11.4,26092.573754152825,13888.690691381558,4836.214747136132,3121.807744583575,4245.860571051559,372.44390974136485
STARA ARGENTINA S.A.,10033,8,000429,8014-1108 (RASCADOR CHASIS 10465),2.46,34958.0,2997.0332544560197,1043.6042349083232,673.6532501469819,30243.70926048868,12294.190756296211
TREFER SA,10048,8,000689,"MENSULAS 0,42 A 0,53 M DE LARGO",216.0,528000.0,263154.13941565057,91633.54257731618,59150.04147632037,114062.27653071289,528.0660950495967
AFG INGENIERIA SRL,10049,9,000711,3106 - PLANCHUELA AJUSTE (BARA),69.0,845909.6187098777,79093.84385127279,34825.771219355316,31385.937681243075,700604.0659580065,10153.682115333428
AFG INGENIERIA SRL,10049,9,000712,3107 - PLEGADO SOPORTE ALAS CORTA (BARA),28.71,351971.9587414579,32909.916767681774,14490.549155183933,13059.279287369403,291512.2135312228,10153.68211533343
AFG INGENIERIA SRL,10049,9,000729,0100 - PERFIL J 01 (BLANCO),136.8,1677107.7657900187,156812.14259208867,69045.87685228707,62226.03296802976,1389023.713377613,10153.682115333428
AFG INGENIERIA SRL,10049,9,000730,0101 - PLACA SOPORTE (BLANCO),30.29,371342.0630539449,34721.05116311671,15288.008843974965,13777.971773403662,307555.0312734496,10153.68211533343
AFG INGENIERIA SRL,10049,9,000731,0102 - ECLISA (BLANCO),46.6,571295.4816214538,53417.00178941033,23520.013606115335,21196.879651390253,473161.58657453785,10153.68211533343
AFG INGENIERIA SRL,10049,9,000732,0105 - ANGULO SOPORTE BANDEJA (BLANCO),10.35,126886.44280648166,11864.07657769092,5223.865682903298,4707.890652186461,105090.60989370098,10153.682115333428
AFG INGENIERIA SRL,10049,9,000733,0106 - PERFIL J 02 (BLANCO),30.96,379555.9680472147,35489.063849788494,15626.172129728127,14082.733776975156,314357.9982907229,10153.682115333426
AFG INGENIERIA SRL,10049,9,000734,0107 - PLACA ROTATIVA (BLANCO),11.18,137061.8773503831,12815.495279090286,5642.784380179601,5085.431641685472,113518.16604942773,10153.68211533343
AFG INGENIERIA SRL,10049,9,000739,0108 - PLACA SOPORTE (BLANCO),7.8,95624.56559329052,8941.04321796997,3936.82631175321,3547.9755639666087,79198.72049960073,10153.682115333428
AFG INGENIERIA SRL,10049,9,000740,0109 - ANGULO SOPORTE (BLANCO),1.76,21576.825056947604,2017.4661620034801,888.3095267545705,800.568845202722,17870.480522986833,10153.682115333428
AFG INGENIERIA SRL,10049,9,000741,"0113 - PERFIL W REFUERZO (A, B, C Y D)",12.87,157780.5332289294,14752.721309650447,6495.763414392796,5854.159680544904,130677.88882434122,10153.68211533343
ANSA,10011,9,000105,"MENSULAS 0,43 A 0,53 M DE LARGO",162.0,396000.0,185698.58991168396,81764.85416718206,73688.72325161418,54847.832669519805,338.5668683303692
AXEL,10000,9,000008,MUEBLE SECARROPA BLANCO,394.4,1885740.8071660756,452095.8263035071,199062.08940454692,179400.20031133725,1055182.6911466843,2675.412502907415
AXEL,10000,9,000013,CARACOL SECARROPA BLANCO,19.2,91800.76951721258,22008.72176731069,9690.649382777132,8733.47831130242,51367.92005582234,2675.4125029074135
AXEL,10000,9,000017,FRENTE HORNO 30 NEGRO,84.0,401628.36663780507,96288.15773198428,42396.59104964996,38208.967611948094,224734.65024422278,2675.412502907414
AXEL,10000,9,000019,FRENTE HORNO 45 NEGRO,194.4,929482.7913617777,222838.30789402075,98117.82500061847,88426.46790193702,520100.1905652015,2675.4125029074153
AXEL,10000,9,000153,MENSULA VENTILADOR 20 /16  BLANCO,0.44,2103.7676347694555,504.36654050087003,222.07738168864262,200.1422113006805,1177.1815012792624,2675.4125029074144
AXEL,10000,9,000235,PIE TURBO BLANCO,144.0,688505.7713790945,165065.41325483017,72679.87037082849,65501.087334768155,385259.40041866765,2675.4125029074144
AXEL,10000,9,000237,JUEGO REJA 20  Y TURBO BLANCO,581.02,2778025.1617130656,666016.0167313989,293253.1825198526,264287.7900225486,1554468.1724392653,2675.4125029074135
AXEL,10000,9,000238,BASE 20  BLANCA,939.12,4490205.139010661,1076501.6034435842,473993.8879350865,427176.2579015797,2512533.3897304107,2675.412502907414
AXEL,10000,9,000239,CAÑO EXTERIOR 20 /16  BLANCO,217.28,1038878.7083697892,249065.368000066,109665.8488484279,98833.86288957241,581313.6286317229,2675.412502907414
AXEL,10000,9,000240,CAÑO INTERIOR 20 /16  BLANCO,243.7,1165200.392257537,279350.28618195915,123000.58617618683,110851.49294085416,651998.0269585369,2675.412502907415
AXEL,10000,9,000314,PIE TURBO NEGRO,36.0,172126.4428447736,41266.35331370754,18169.967592707122,16375.271833692039,96314.85010466691,2675.4125029074144
AXEL,10000,9,000315,BASE 20  NEGRA,62.4,298352.50093094097,71528.34574375975,31494.61049402568,28383.80451173287,166945.74018142265,2675.4125029074144
AXEL,10000,9,000316,CAÑO EXTERIOR 20 /16  NEGRO,16.0,76500.64126434384,18340.60147275891,8075.541152314277,7277.898592752018,42806.60004651864,2675.412502907415
AXEL,10000,9,000317,CAÑO INTERIOR 20 /16  NEGRO,10.0,47812.9007902149,11462.875920474318,5047.213220196423,4548.686620470011,26754.125029074152,2675.4125029074153
AXEL,10000,9,000421,CONJUNTO PURIFICADOR BLANCO,1255.38,6002335.939401998,1439026.5173045052,633617.0532370186,571033.0209605644,3358659.34789991,2675.4125029074144
AXEL,10000,9,000426,FRENTE HORNO 60 NEGRO,216.58,1035531.8053144743,248262.9666856328,109312.54392301413,98515.45482613951,579440.8398796878,2675.412502907414
AXEL,10000,9,000488,JUEGO REJA 20  Y TURBO NEGRO,144.4,690418.2874107031,165523.92829164915,72881.75889963635,65683.03479958697,386329.5654198306,2675.412502907414
AXEL,10000,9,000511,CONJUNTO PURIFICADOR NEGRO,188.49,901225.3669947607,216063.74822502045,95134.92198748239,85738.19410923925,504288.5026730186,2675.412502907415
DANES SRL,10016,9,000148,BALDE ARENA ROJO,43.5,582621.5365240946,49863.51025406329,21955.377507854442,19786.78679904455,491015.8619631324,11287.72096466971
DANES SRL,10016,9,000149,CALZAS ALUMINIO ROJO,21.0,281265.5693564595,24072.03943299607,10599.14776241249,9552.241902987023,237042.14025806388,11287.720964669708
DANES SRL,10016,9,000150,PALA ALUMINIO ROJO,4.25,56922.79379833108,4871.722266201586,2145.06561858348,1933.191813699755,47972.814099846255,11287.720964669707
DANES SRL,10016,9,000151,TAPA BALDE ARENA ROJO,37.5,502259.9452793919,42985.78470177869,18927.049575736586,17057.574826762542,423289.5361751141,11287.72096466971
DANES SRL,10016,9,000168,TANQUE DE AIRE (GRAFITO),83.16,1113811.6546515794,95325.27615466443,41972.62513915345,37826.87793582861,938686.8754219329,11287.720964669708
DANES SRL,10016,9,000306,SOPORTE GUARDABARRO PARA TANQUE Y TOLVA (GRAFITO),17.38,232780.74263882215,19922.478349784364,8772.056576701383,7905.617346376878,196180.59036595954,11287.720964669708
DANES SRL,10016,9,000307,SOPORTE MATAFUEGOS DOBLE (GRAFITO),22.1,295998.5277513216,25332.955784248243,11154.341216634095,10052.597431238724,249458.63331920057,11287.720964669708
EDUARDO GHERBEZZA SAS,10035,9,000625,21154 - TAPA TRANSMISION CHASIS 400- GABINETE (ROJO),9.6,30455.88792528352,11004.360883655345,4845.324691388566,4366.73915565121,10239.463194588401,1066.6107494362918
EDUARDO GHERBEZZA SAS,10035,9,000658,21226 - CARCASA EOLO SENIOR (ROJO),5.39,17099.712074716477,6178.490121135657,2720.4479256858717,2451.742088433336,5749.031939461612,1066.6107494362916
FRIC ROT,10001,9,000040,VAINA T2U13005,45.0,315724.9274047187,51582.94164213443,22712.459490883903,20469.08979211505,220960.4364795853,4910.231921768563
FRIC ROT,10001,9,000041,VAINA T2U15001,108.0,757739.8257713248,123799.05994112264,54509.90277812137,49125.81550107612,530305.0475510046,4910.231921768561
FRIC ROT,10001,9,000042,VAINA T2U15002,1320.0,9261264.537205081,1513099.62150261,666232.1450659279,600426.6339020415,6481506.136734502,4910.231921768563
FRIC ROT,10001,9,000045,VAINA T2U14005,180.0,1262899.7096188748,206331.7665685377,90849.83796353561,81876.3591684602,883841.7459183412,4910.231921768563
JAIME,10013,9,000084,"MENSULAS 0,43 A 0,53 M DE LARGO",156.1,462000.0,178935.4931186041,78786.99836726616,71004.99814553687,133272.51036859292,853.7636794913063
JORGE MANES S.A.,10031,9,000481,METROS CUADRADOS NEGRO,2.16,32400.0,2475.981198822453,1090.1980555624275,982.5163100215225,27851.304435593596,12894.122423885923
MENGARELLI RUBEN JOSE,10040,9,000708,VIGA CAJON 2.7 (NARANJA),28.08,286647.80223147373,32187.755584691884,14172.574722311556,12772.71203027979,227514.7598941905,8102.377489109349
MENGARELLI RUBEN JOSE,10040,9,000736,CUERPO DE MESA (BLANCO),7.95,81155.62776852623,9112.986356777083,4012.5345100561563,3616.205863273659,64413.90103841934,8102.377489109351
METALGAS SRL,10008,9,000064,PUERTA Y MARCO TERMOTANQUE 0.6X1.45,31.5,169748.08324205913,36108.0591494941,15898.721643618734,14328.362854480536,103412.93959446576,3282.9504633163733
METALGAS SRL,10008,9,000065,PUERTA Y MARCO TERMOTANQUE 0.6X1.60,59.8,322251.91675794084,68547.99800443642,30182.33505677461,27201.145990410667,196320.43770631912,3282.9504633163733
METALLO SA,10003,9,000588,CONJUNTO HABITACIONAL,1980.0,26752997.39,2269649.432253915,999348.2175988917,900639.9508530621,22583359.78929413,11405.737267320268
PERFORMA SA,10050,9,000714,CHAPA PLEGADA 1900X800,176.32,2588748.8198757763,202113.4282298032,88992.46349850333,80202.44249212724,2217440.485655342,12576.22779976941
PERFORMA SA,10050,9,000715,CHAPA PLEGADA 1630X800,10.44,153281.1801242236,11967.242460975187,5269.290601885065,4748.828831770691,131295.81822959267,12576.227799769413
PULPEIRO,10015,9,000069,LL R-20 ESPECIALES P01,46.05,82622.5873681469,52786.54361378423,23242.41687900453,20946.7018872644,-14353.075011906269,-311.6845822346638
PULPEIRO,10015,9,000070,LL R-26/7/8/9 ESPECIALES P02,1070.0,1919786.5034509702,1226527.723490752,540051.8145610173,486709.4683902912,-333502.5029910904,-311.68458223466394
PULPEIRO,10015,9,000071,LL R-12/14/15/16/20 ECONOMICA P03,35.8,64232.10918088293,41037.09579529806,18069.023328303196,16284.29810128264,-11158.308044000967,-311.68458223466394
SIN FIN SH,10014,9,000126,ESCALERA BRASILERA 3 ESCALONES,43.4,102890.51322033898,49748.88149485854,21904.905375652477,19741.299932839847,11495.426416988113,264.87157642829754
SIN FIN SH,10014,9,000127,ESCALERA BRASILERA 4 ESCALONES,51.8,122804.80610169492,59377.69726805697,26144.56448061747,23562.196694034657,13720.347658985822,264.8715764282977
SIN FIN SH,10014,9,000136,ESCALERA BUTACA ECONOMICA,22.8,54053.08067796611,26135.35709868145,11507.646142047846,10371.005494671626,6039.071942565184,264.87157642829754
AFG INGENIERIA SRL,10049,10,000743,0116 - PLACA SOPORTE TIPO 2,5.0,63958.94244699066,6574.368999028035,1522.8133449807576,2047.7362161212864,53814.02388686058,10762.804777372115
AFG INGENIERIA SRL,10049,10,000744,0117 - REFUERZO CAÑO S04,11.9,152222.28302383778,15646.998217686725,3624.295761054203,4873.612194368662,128077.3768507282,10762.804777372117
AFG INGENIERIA SRL,10049,10,000745,0118 - PLACA SOPORTE TIPO 4,1.5,19187.682734097198,1972.3106997084105,456.84400349422725,614.3208648363859,16144.207166058173,10762.804777372115
AFG INGENIERIA SRL,10049,10,000746,0119 - PLACA SOPORTE 05,4.0,51167.15395759253,5259.495199222429,1218.250675984606,1638.1889728970293,43051.21910948846,10762.804777372115
AFG INGENIERIA SRL,10049,10,000747,0120 - PLACA SOPORTE TIPO 3,4.0,51167.15395759253,5259.495199222429,1218.250675984606,1638.1889728970293,43051.21910948846,10762.804777372115
AFG INGENIERIA SRL,10049,10,000748,0125 - PLACA SOPORTE 01,15.5,198272.72158567104,20380.54389698691,4720.721369440348,6347.982269975988,166823.4740492678,10762.804777372115
AFG INGENIERIA SRL,10049,10,000749,0126 - ANGULO SOPORTE,5.4,69075.65784274992,7100.318518950278,1644.638412579218,2211.555113410989,58119.14579780943,10762.804777372117
AFG INGENIERIA SRL,10049,10,000750,0128 - REFUERZO W S04,41.8,534696.758856842,54961.72483187437,12730.719564039131,17119.074766773952,449885.2396941545,10762.804777372117
AFG INGENIERIA SRL,10049,10,000751,0153 - PLACA SOPORTE 06,2.0,25583.576978796264,2629.7475996112144,609.125337992303,819.0944864485147,21525.60955474423,10762.804777372115
AFG INGENIERIA SRL,10049,10,000756,0129 - PLACA SOPORTE 1 BLANCO,23.0,294211.135256157,30242.097395528963,7004.941386911484,9419.586594157918,247544.50987955864,10762.804777372115
AFG INGENIERIA SRL,10049,10,000761,0139 - PLACA SOPORTE TIPO 3 BLANCO,4.0,51167.15395759253,5259.495199222429,1218.250675984606,1638.1889728970293,43051.21910948846,10762.804777372115
AFG INGENIERIA SRL,10049,10,000762,0140 - PLACA SOPORTE TIPO 4 BLANCO,0.5,6395.894244699066,657.4368999028036,152.28133449807575,204.77362161212866,5381.402388686058,10762.804777372115
AFG INGENIERIA SRL,10049,10,000763,0143 - PLACA SOPORTE 6 BLANCO,11.0,140709.67338337944,14463.611797861678,3350.1893589576666,4505.01967546683,118390.85255109327,10762.804777372115
AFG INGENIERIA SRL,10049,10,000764,0163 - PLACA SOPORTE 2 BLANCO,17.0,217460.40431976822,22352.85459669532,5177.565372934576,6962.303134812374,182967.68121532598,10762.804777372117
AFG INGENIERIA SRL,10049,10,000765,0165 - PLACA SOPORTE TIPO 5 BLANCO,0.5,6395.894244699066,657.4368999028036,152.28133449807575,204.77362161212866,5381.402388686058,10762.804777372115
AFG INGENIERIA SRL,10049,10,000766,0179 - PLACA SOPORTE BLANCO,0.5,6395.894244699066,657.4368999028036,152.28133449807575,204.77362161212866,5381.402388686058,10762.804777372115
AFG INGENIERIA SRL,10049,10,000767,0180 - PLACA SOPORTE BLANCO,0.5,6395.894244699066,657.4368999028036,152.28133449807575,204.77362161212866,5381.402388686058,10762.804777372115
AFG INGENIERIA SRL,10049,10,000768,0182 - PLACA SOPORTE BLANCO,1.0,12791.788489398132,1314.8737998056072,304.5626689961515,409.54724322425733,10762.804777372115,10762.804777372115
AFG INGENIERIA SRL,10049,10,000769,0183 - PLACA ROTATIVA BLANCO,1.0,12791.788489398132,1314.8737998056072,304.5626689961515,409.54724322425733,10762.804777372115,10762.804777372115
AFG INGENIERIA SRL,10049,10,000770,0184 - REFUERZO W S04 BLANCO,1.76,22513.54774134071,2314.1778876578687,536.0302974332267,720.8031480746929,18942.53640817492,10762.804777372114
ANSA,10011,10,000105,"MENSULAS 0,43 A 0,53 M DE LARGO",270.0,732000.0,355015.92594751396,82231.92062896091,110577.75567054946,184174.3977529757,682.1273990850951
AXEL,10000,10,000019,FRENTE HORNO 45 NEGRO,324.0,2064858.8543415284,426019.1111370167,98678.30475475309,132693.30680465937,1407468.1316450993,4344.0374433490715
AXEL,10000,10,000153,MENSULA VENTILADOR 20 /16  BLANCO,17.6,112165.17233460155,23141.778876578686,5360.302974332267,7208.0314807469285,76455.05900294367,4344.0374433490715
AXEL,10000,10,000235,PIE TURBO BLANCO,450.0,2867859.5199187896,591693.2099125233,137053.20104826818,184296.2594509158,1954816.8495070827,4344.037443349072
AXEL,10000,10,000237,JUEGO REJA 20  Y TURBO BLANCO,1329.62,8473696.388609823,1748282.5016975312,404952.61595066293,544542.205535837,5775919.065425793,4344.037443349072
AXEL,10000,10,000238,BASE 20  BLANCA,2652.0,16901252.104054734,3487045.31708447,807700.1981777938,1086119.2890307303,11520387.29976174,4344.037443349072
AXEL,10000,10,000239,CAÑO EXTERIOR 20 /16  BLANCO,392.0,2498224.2929070345,515430.529523798,119388.56624649139,160542.51934390885,1702862.6777928362,4344.037443349072
AXEL,10000,10,000240,CAÑO INTERIOR 20 /16  BLANCO,113.75,724931.1564239162,149566.89472788782,34644.003598312236,46585.99891675927,494134.25918095687,4344.0374433490715
AXEL,10000,10,000314,PIE TURBO NEGRO,72.0,458857.5231870063,94670.91358600372,21928.512167722907,29487.401512146524,312770.69592113316,4344.0374433490715
AXEL,10000,10,000315,BASE 20  NEGRA,78.0,497095.6501192568,102560.15638483735,23755.88818169982,31944.684971492068,338834.92058122763,4344.037443349072
AXEL,10000,10,000316,CAÑO EXTERIOR 20 /16  NEGRO,16.0,101968.3384860014,21037.980796889715,4873.002703938424,6552.755891588117,69504.59909358514,4344.0374433490715
AXEL,10000,10,000317,CAÑO INTERIOR 20 /16  NEGRO,8.0,50984.1692430007,10518.990398444857,2436.501351969212,3276.3779457940586,34752.29954679257,4344.0374433490715
AXEL,10000,10,000421,CONJUNTO PURIFICADOR BLANCO,805.2,5131556.634308021,1058736.3836034748,245233.8610757012,329767.440244172,3497818.9493846726,4344.0374433490715
AXEL,10000,10,000426,FRENTE HORNO 60 NEGRO,308.0,1962890.515855527,404981.130340127,93805.30205081466,126140.55091307125,1337963.532551514,4344.0374433490715
AXEL,10000,10,000488,JUEGO REJA 20  Y TURBO NEGRO,154.85,986862.3259098323,203608.20789989826,47161.52929405406,63418.390613276235,672674.1981026037,4344.0374433490715
AXEL,10000,10,000511,CONJUNTO PURIFICADOR NEGRO,549.0,3498788.614300923,721865.7160932784,167204.9052788872,224841.43653011727,2384876.55639864,4344.037443349071
DANES SRL,10016,10,000150,PALA ALUMINIO ROJO,13.0,143785.72769736842,17093.35939747289,3959.314696949969,5324.114161915344,117408.93944103022,9031.456880079248
DANES SRL,10016,10,000165,PORTA FAROL LAT CORTO (GRAFITO),3.6,39817.58613157895,4733.545679300185,1096.4256083861453,1474.370075607326,32513.24476828529,9031.456880079248
DANES SRL,10016,10,000166,PORTA FAROL LAT LARGO (GRAFITO),4.64,51320.444347368415,6101.014431098016,1413.1707841421428,1900.2992085605536,41905.9599235677,9031.456880079246
DANES SRL,10016,10,000168,TANQUE DE AIRE (GRAFITO),216.72,2397018.6851210524,284959.44989387115,66004.82162484595,88757.07855156103,1957297.335050774,9031.456880079246
DANES SRL,10016,10,000169,TANQUE DE AIRE (SHELL),15.12,167233.86175263158,19880.89185306078,4604.987555221811,6192.35431755077,136555.62802679822,9031.456880079248
DANES SRL,10016,10,000306,SOPORTE GUARDABARRO PARA TANQUE Y TOLVA (GRAFITO),14.52,160597.5973973684,19091.96757317741,4422.249953824119,5946.625971616215,131136.75389875064,9031.456880079246
DANES SRL,10016,10,000307,SOPORTE MATAFUEGOS DOBLE (GRAFITO),36.4,402600.0375526316,47861.4063129241,11086.081151459914,14907.519653362964,328745.0304348846,9031.456880079248
