cliente,cod_cliente,mes,articulo,descripcion,m2,ingresos,cv_pintura,cv_quimicos,cv_mod,cmg,cmg_por_m2
DANES SRL,10016,5,000338,SOPORTE MATAFUEGO DOBLE ESTRELLITA,4.5,64299.41573231643,6031.17237135551,627.272418105133,993.0385895153113,56647.93235334048,12588.42941185344
DANES SRL,10016,5,000608,TANQUE DE AIRE (ESTRELLITA),50.4,720153.4562019439,67549.1305591817,7025.45108277749,11122.032202571485,634456.8423574133,12588.429411853438
DANES SRL,10016,5,000623,SOPORTE MATAFUEGO SIMPLE (GRAFITO),3.0,42866.27715487762,4020.781580903673,418.18161207008865,662.0257263435408,37765.28823556032,12588.42941185344
DANES SRL,10016,5,000624,SOPORTE MATAFUEGO SIMPLE (ESTRELLITA),3.0,42866.27715487762,4020.781580903673,418.18161207008865,662.0257263435408,37765.28823556032,12588.42941185344
EDUARDO GHERBEZZA SAS,10035,5,000621,21229 - CARCASA NEO - CHAPA DE CIERRE (NEGRO),24.0,145788.0,32166.252647229383,3345.452896560709,5296.205810748326,104980.08864546158,4374.170360227566
FRIC ROT,10001,5,000040,VAINA T2U13005,60.0,326286.9284064665,80415.63161807346,8363.632241401774,13240.514526870815,224267.1500201205,3737.785833668675
FRIC ROT,10001,5,000041,VAINA T2U15001,84.0,456801.69976905314,112581.88426530284,11709.085137962484,18536.720337619143,313974.0100281687,3737.7858336686745
FRIC ROT,10001,5,000042,VAINA T2U15002,1065.0,5791592.979214781,1427377.461220804,148454.47228488149,235019.132851957,3980741.912857139,3737.785833668675
FRIC ROT,10001,5,000045,VAINA T2U14005,90.0,489430.39260969975,120623.4474271102,12545.448362102661,19860.771790306226,336400.7250301807,3737.7858336686745
INDUSTRIAS BONO,10002,5,000355,ESTANTE 430*950/24 RUU,292.0,653934.0873310204,391356.07387462415,40703.01024148863,64437.17069743797,157437.83251746962,539.1706593064029
INDUSTRIAS BONO,10002,5,000356,ESTANTE 4322 RU CARGA 160 KG,238.0,533001.0711807632,318982.0054183581,33175.74122422704,52520.70762325424,128322.61691492383,539.1706593064026
INDUSTRIAS BONO,10002,5,000377,ESTANTE 430*1150/24 RUU,373.56,836587.7317238903,500667.72245412535,52071.97433496744,82435.44344429769,201412.5914904998,539.1706593064027
INDUSTRIAS BONO,10002,5,000380,ENGANCHE GONDOLA BLISTERA BLANCO,15.93,35675.239764325874,21350.350194598504,2220.544360092171,3515.3566068842015,8588.988602750997,539.1706593064029
JAIME,10013,5,000084,"MENSULAS 0,43 A 0,53 M DE LARGO",152.46,467100.0,204336.11994152467,21251.989525401907,33644.147412778744,207867.74312029465,1363.4247876183565
JOSE CAPOBIANCO SRL,10045,5,000591,TECHO COLONIAL (BLANCO BRILLANTE),43.84,201896.68,58757.02150227235,6111.027291050897,9674.402614300277,127354.22859237646,2904.9778419793897
METALLO SA,10003,5,000588,CONJUNTO HABITACIONAL,660.0,7923103.22,884571.9477988081,91999.95465541953,145645.65979557898,6800885.657750194,10304.372208712415
PULPEIRO,10015,5,000069,LL R-20 ESPECIALES P01,21.0,26735.09647382079,28145.47106632571,2927.271284490621,4634.180084404786,-8971.825961400325,-427.2298076857298
PULPEIRO,10015,5,000070,LL R-26/7/8/9 ESPECIALES P02,1289.2,1641280.3035261792,1727863.871367005,179706.5780935861,284494.52213403094,-550784.6680684428,-427.2298076857298
SIEMBRA NEUMATICA SRL,10046,5,000609,CIERRE INF C/GUIA,3.0,19885.39649700247,4020.781580903673,418.18161207008865,662.0257263435408,14784.40757768517,4928.13585922839
SIEMBRA NEUMATICA SRL,10046,5,000614,VOLUTA (COD 0030403/1),41.6,275744.1647584343,55754.837921864266,5798.78502070523,9180.090071963767,205010.45174390104,4928.1358592283905
SIEMBRA NEUMATICA SRL,10046,5,000615,CABALLETE TURBINA D520 (COD 00300406),11.2,74238.81358880922,15010.917902040379,1561.211351728331,2471.562711682552,55195.12162335796,4928.13585922839
SIEMBRA NEUMATICA SRL,10046,5,000618,CABALLETE UNIVERSAL MSTUP (COD 3210020010),3.36,22271.64407664277,4503.275370612114,468.36340551849935,741.4688135047656,16558.53648700739,4928.1358592283905
SIEMBRA NEUMATICA SRL,10046,5,000619,BOQUILLA SALIDA D520 (COD 00300422/1),5.76,38179.96127424474,7719.900635335051,802.9086951745702,1271.089394579598,28386.062549155522,4928.13585922839
SIEMBRA NEUMATICA SRL,10046,5,000620,BASE PBX- TURBINA D520 (COD B051001007),20.15,133563.5798048666,27006.249618403002,2808.7864944040953,4446.606128607448,99301.93756345205,4928.1358592283905
SIEMBRA NEUMATICA SRL,10046,5,000622,REPROCESO POR PIEZAS PINTADAS,0.0,0.0,0.0,0.0,0.0,0.0,
SIN FIN SH,10014,5,000126,ESCALERA BRASILERA 3 ESCALONES,12.4,24622.588326848247,16619.23053440185,1728.4839965563667,2736.373002219969,3538.5007936700613,285.36296723145654
SIN FIN SH,10014,5,000136,ESCALERA BUTACA ECONOMICA,13.3,26409.71167315175,17825.465008672953,1853.9384801773933,2934.980720123031,3795.3274641783723,285.36296723145654
ADEC,10010,6,000630,VIGA (OCRE),303.68,2847000.0,384984.2909465279,60501.00331036679,107470.4976858589,2294044.208057246,7554.149789440352
ANSA,10011,6,000105,"MENSULAS 0,43 A 0,53 M DE LARGO",423.18,1014602.0477016987,536478.0434758683,84308.53062724255,149760.8180015206,244054.65559706732,576.7159497071395
ANSA,10011,6,000124,MENSULAS LARGA (T DE 65),89.59,214797.95229830142,113575.94384187117,17848.672571706273,31705.353950461336,51667.98193426265,576.7159497071398
AXEL,10000,6,000008,MUEBLE SECARROPA BLANCO,3672.0,12510079.976935752,4655105.098642157,731558.4962976385,1299498.3782352274,5823918.003760728,1586.0343147496535
AXEL,10000,6,000009,TAPA SECARROPA BLANCO,1350.0,4599294.109167555,1711435.698030205,268955.3295211906,477756.75670412777,2141146.3249120316,1586.034314749653
AXEL,10000,6,000012,JUEGO SOPORTE SECARROPA BLANCO (I+D),380.4,1295978.8734276579,482244.54780051106,75785.63507397105,134621.23722240754,603327.4533307683,1586.0343147496537
AXEL,10000,6,000013,CARACOL SECARROPA BLANCO,240.0,817652.2860742322,304255.23520536977,47814.28080376722,84934.53452517827,380648.23553991696,1586.034314749654
AXEL,10000,6,000019,FRENTE HORNO 45 NEGRO,423.0,1441112.1542058343,536249.8520494642,84272.66991663973,149697.1171006267,670892.5151391036,1586.034314749654
AXEL,10000,6,000426,FRENTE HORNO 60 NEGRO,126.0,429267.4501889719,159733.99848281912,25102.497421977787,44590.630625718586,199840.3236584564,1586.034314749654
AXEL,10000,6,000631,CAÑO EXT ESTUFA NEGRO,0.0,0.0,0.0,0.0,0.0,0.0,
AXEL,10000,6,000632,CAÑO EXT INT ESTUFA NEGRO,0.0,0.0,0.0,0.0,0.0,0.0,
AXEL,10000,6,000633,CAÑO INT ESTUFA NEGRO,0.0,0.0,0.0,0.0,0.0,0.0,
DANES SRL,10016,6,000148,BALDE ARENA ROJO,44.95,547568.4796052632,56984.470093672375,8955.21634220557,15907.53052877818,465721.2626406071,10360.87347365088
DANES SRL,10016,6,000151,TAPA BALDE ARENA ROJO,38.75,472041.7927631579,49124.54318420032,7720.014088108249,13713.38838687774,401483.84710397164,10360.873473650881
DANES SRL,10016,6,000168,TANQUE DE AIRE (GRAFITO),88.2,1074428.0289473685,111813.79893797339,17571.748195384454,31213.441438003014,913829.0403760078,10360.873473650881
DANES SRL,10016,6,000169,TANQUE DE AIRE (SHELL),31.5,383724.2960526316,39933.49962070478,6275.624355494447,11147.657656429647,326367.5144200027,10360.87347365088
DANES SRL,10016,6,000306,SOPORTE GUARDABARRO PARA TANQUE Y TOLVA (GRAFITO),13.2,160798.75263157894,16734.037936295335,2629.785444207197,4671.399398884804,136763.52985219163,10360.873473650881
EDUARDO GHERBEZZA SAS,10035,6,000625,21154 - TAPA TRANSMISION CHASIS 400- GABINETE (ROJO),38.4,222114.98705100777,48680.837632859155,7650.284928602754,13589.52552402852,152194.33896551735,3963.394243893681
EDUARDO GHERBEZZA SAS,10035,6,000638,21209 - CARCASA CHASIS SS (ROJO),28.5,164850.96695191984,36130.309180637654,5677.945845447357,10085.975974864918,112956.7359509699,3963.3942438936806
EDUARDO GHERBEZZA SAS,10035,6,000641,21218 - CARCASA ASPIRACION SS (ROJO),28.5,164850.96695191984,36130.309180637654,5677.945845447357,10085.975974864918,112956.7359509699,3963.3942438936806
EDUARDO GHERBEZZA SAS,10035,6,000643,21215 - CARCASA ASPIRACION SD (ROJO),38.5,222693.41149645307,48807.61064752807,7670.207545604325,13624.914913414013,152590.67838990668,3963.39424389368
EDUARDO GHERBEZZA SAS,10035,6,000644,21213 - CARCASA ASPIRACION SD (AMARILLO),38.5,222693.41149645307,48807.61064752807,7670.207545604325,13624.914913414013,152590.67838990668,3963.39424389368
EDUARDO GHERBEZZA SAS,10035,6,000646,21204 - CARCASA CHASIS SD (AMARILLO),77.0,445386.82299290615,97615.22129505614,15340.41509120865,27249.829826828027,305181.35677981336,3963.39424389368
EDUARDO GHERBEZZA SAS,10035,6,000648,21344 - REJILLA SD (ROJO),3.48,20129.17070149758,4411.700910477862,693.3070716546247,1231.5507506150848,13792.611968750009,3963.3942438936806
EDUARDO GHERBEZZA SAS,10035,6,000649,21341 - REJILLA SD (AMARILLO),6.0,34705.46672671996,7606.380880134244,1195.3570200941804,2123.3633631294565,23780.36546336208,3963.3942438936797
EDUARDO GHERBEZZA SAS,10035,6,000652,21348 - REJILLA SS (ROJO),6.0,34705.46672671996,7606.380880134244,1195.3570200941804,2123.3633631294565,23780.36546336208,3963.3942438936797
EDUARDO GHERBEZZA SAS,10035,6,000654,21368 - SUNCHO CIERRE 70 MM 10 AGUJEROS (AMARILLO),16.5,95440.0334984799,20917.54742036917,3287.2318052589962,5839.2492486060055,65396.00502424572,3963.39424389368
EDUARDO GHERBEZZA SAS,10035,6,000656,21364 - SUNCHO CIERRE 70 MM 18 AGUJEROS (ROJO),31.5,182203.70031527983,39933.49962070478,6275.624355494447,11147.657656429647,124846.91868265094,3963.3942438936806
EDUARDO GHERBEZZA SAS,10035,6,000657,21367 - SUNCHO CIERRE 70 MM 18 AGUJEROS (AMARILLO),10.5,60734.566771759935,13311.166540234926,2091.874785164816,3715.885885476549,41615.63956088365,3963.3942438936806
EDUARDO GHERBEZZA SAS,10035,6,000658,21226 - CARCASA EOLO SENIOR (ROJO),13.86,80169.62813872311,17570.739833110103,2761.274716417557,4904.9693688290445,54932.64422036641,3963.3942438936806
EDUARDO GHERBEZZA SAS,10035,6,000662,21103 - CHASIS 400 MM (ROJO),18.0,104116.4001801599,22819.142640402733,3586.0710602825416,6370.09008938837,71341.09639008626,3963.394243893681
FRIC ROT,10001,6,000040,VAINA T2U13005,105.0,577807.7120822623,133111.66540234926,20918.747851648157,37158.85885476549,386618.4399734994,3682.0803806999943
FRIC ROT,10001,6,000041,VAINA T2U15001,132.0,726386.8380462724,167340.37936295336,26297.85444207197,46713.993988848044,486034.610252399,3682.0803806999925
FRIC ROT,10001,6,000042,VAINA T2U15002,825.0,4539917.737789203,1045877.3710184585,164361.59026294982,291962.46243030025,3037716.3140774947,3682.0803806999934
FRIC ROT,10001,6,000045,VAINA T2U14005,105.0,577807.7120822623,133111.66540234926,20918.747851648157,37158.85885476549,386618.4399734994,3682.0803806999943
INDUSTRIAS BONO,10002,6,000350,CHAPA FORRO LATERAL CH24 0.55 MER,129.31,285060.9566852972,163930.18526835987,25761.936044729748,45762.01941437834,49606.81595782923,383.62706641272314
INDUSTRIAS BONO,10002,6,000351,ESTANTE 300*1150/24 RU,57.6,126977.89115360852,73021.25644928875,11475.427392904132,20384.28828604278,22096.919025372863,383.6270664127233
INDUSTRIAS BONO,10002,6,000356,ESTANTE 4322 RU CARGA 160 KG,219.0,482780.52365694905,277632.9021248999,43630.531233437585,77502.76275422517,84014.32754438638,383.6270664127232
INDUSTRIAS BONO,10002,6,000358,ESTANTE 6022 RU CARGA 100 KG,277.2,611081.101176741,351414.7966622021,55225.49432835114,98099.3873765809,106341.42280960681,383.627066412723
INDUSTRIAS BONO,10002,6,000359,ESTANTE RINCONERO GONDOLA,12.88,28393.667327404128,16328.364289354844,2566.033069802174,4558.153352851234,4941.116615395877,383.6270664127233
JAIME,10013,6,000084,"MENSULAS 0,43 A 0,53 M DE LARGO",14.84,53000.0,18813.115376865364,2956.51636303294,5251.785384806856,25978.582875294844,1750.5783608689248
JORGE MANES S.A.,10031,6,000481,METROS CUADRADOS NEGRO,4.77,47700.0,6047.072799706723,950.3088309748734,1688.0738736879177,39014.544495630485,8179.149789440354
JORGE MANES S.A.,10031,6,000569,METROS CUADRADOS BLANCO,18.79,187900.0,23820.649456287076,3743.459734594942,6649.666265533748,153686.22454358425,8179.149789440355
MENGARELLI RUBEN JOSE,10040,6,000635,VIGAS SIMPLE 2.70 (BLANCA),169.4,873567.97,214753.4868491235,33748.91320065903,59949.62561902166,565115.9443311958,3335.9855037260672
MENGARELLI RUBEN JOSE,10040,6,000636,VIGA DOBLE 3.30 (NARANJA),16.8,86634.84,21297.866464375886,3346.999656263705,5945.417416762479,56044.55646259793,3335.9855037260672
METALLO SA,10003,6,000588,CONJUNTO HABITACIONAL,1320.0,15846206.45,1673403.7936295338,262978.5444207197,467139.93988848047,13442684.172061265,10183.851645500958
PULPEIRO,10015,6,000070,LL R-26/7/8/9 ESPECIALES P02,621.8,917528.08,788274.6052112455,123878.83251576022,220051.22319898268,-214676.58092598844,-345.2502105596469
SIEMBRA NEUMATICA SRL,10046,6,000618,CABALLETE UNIVERSAL MSTUP (COD 3210020010),21.28,114826.27685195375,26977.297521542787,4239.532897934027,7530.862061232473,76078.58437124446,3575.121446017127
SIEMBRA NEUMATICA SRL,10046,6,000628,CIERRE BOQUILLA (00300423),1.86,10036.5072812328,2357.978072841616,370.56067622919596,658.2426425701316,6649.725889591857,3575.1214460171273
SIEMBRA NEUMATICA SRL,10046,6,000629,TAPA ROTOR (00300404),13.2,71226.82586681341,16734.037936295335,2629.785444207197,4671.399398884804,47191.60308742607,3575.121446017127
SIN FIN SH,10014,6,000126,ESCALERA BRASILERA 3 ESCALONES,43.4,77483.53988912993,55019.488366304366,8646.415778681237,15358.99499330307,-1541.359249158746,-35.51519007278217
SIN FIN SH,10014,6,000127,ESCALERA BRASILERA 4 ESCALONES,51.8,92480.35406121958,65668.4215984923,10319.91560681309,18331.703701684306,-1839.686845770124,-35.51519007278232
SIN FIN SH,10014,6,000128,ESCALERA BRASILERA 5 ESCALONES,34.0,60701.3906965534,43102.82498742738,6773.689780533689,12032.392391066922,-1207.5164624745958,-35.515190072782225
SIN FIN SH,10014,6,000130,ESCALERA BRASILERA 7 ESCALONES,13.2,23566.42227042661,16734.037936295335,2629.785444207197,4671.399398884804,-468.8005089607259,-35.51519007278227
SIN FIN SH,10014,6,000136,ESCALERA BUTACA ECONOMICA,22.8,40705.638467100514,28904.247344510128,4542.356676357886,8068.780779891935,-809.7463336594337,-35.51519007278218
SIN FIN SH,10014,6,000137,ESCALERA BUTACA S/ESCALONES,0.76,1356.8546155700171,963.4749114836709,151.41188921192952,268.95935932973117,-26.991544455314454,-35.515190072782175
ALAMBRES CONFIN SA,10034,7,000138,CARRETA TINA,13.62,148388.34,13824.331449625439,4953.988352829805,3886.2085928299207,125723.81160471484,9230.823172152337
ANSA,10011,7,000105,"MENSULAS 0,43 A 0,53 M DE LARGO",155.16,344800.0,157487.75827634975,56436.18449523295,44271.96220730474,86604.09502111256,558.1599318194932
AXEL,10000,7,000008,MUEBLE SECARROPA BLANCO,2932.16,9276428.318157258,2976149.170582506,1066511.489620664,836636.2252240955,4397131.432729992,1499.6219281110145
AXEL,10000,7,000009,TAPA SECARROPA BLANCO,1350.0,4270973.694993554,1370253.117253623,491034.08783555345,385196.8869545076,2024489.6029498696,1499.6219281110145
AXEL,10000,7,000012,JUEGO SOPORTE SECARROPA BLANCO (I+D),381.6,1207261.8977848445,387324.8811436908,138798.96882818313,108882.3200458075,572255.7277671631,1499.6219281110143
AXEL,10000,7,000013,CARACOL SECARROPA BLANCO,156.0,493534.738088144,158340.36021597421,56741.71681655284,44511.64027029866,233941.02078531825,1499.6219281110145
AXEL,10000,7,000017,FRENTE HORNO 30 NEGRO,105.0,332186.84294394305,106575.24245305956,38191.54016498749,29959.75787423948,157460.30245165652,1499.6219281110145
AXEL,10000,7,000019,FRENTE HORNO 45 NEGRO,288.0,911141.0549319581,292320.6650141062,104753.9387382514,82175.33588362829,431891.1152959722,1499.6219281110145
AXEL,10000,7,000421,CONJUNTO PURIFICADOR BLANCO,1518.9,4805319.959500525,1541687.0072566874,552467.9081580905,433389.2974779271,2277775.74660782,1499.6219281110145
AXEL,10000,7,000426,FRENTE HORNO 60 NEGRO,267.68,846854.991611759,271695.8180936665,97362.96639394143,76377.40940739452,401418.7977167564,1499.6219281110145
AXEL,10000,7,000511,CONJUNTO PURIFICADOR NEGRO,183.0,578954.2119880151,185745.42256104667,66562.39857326391,52215.57800938881,274430.8128443157,1499.6219281110148
DANES SRL,10016,7,000150,PALA ALUMINIO ROJO,25.0,611499.8735777497,25375.057726918945,9093.223848806545,7133.275684342734,569898.3163176815,22795.93265270726
DANES SRL,10016,7,000161,SOPORTE TANQUE DE AGUA (ESTRELLITA),4.5,110069.97724399496,4567.510390845409,1636.780292785178,1283.989623181692,102581.69693718269,22795.932652707263
DANES SRL,10016,7,000167,SOPORTE TANQUE AGUA (GRAFITO),10.8,264167.9453855879,10962.024938028984,3928.2727026844277,3081.575095636061,246196.07264923846,22795.932652707263
DANES SRL,10016,7,000168,TANQUE DE AIRE (GRAFITO),18.9,462293.9044247788,19183.54364155072,6874.477229697748,5392.756417363106,430843.12713616726,22795.932652707263
DANES SRL,10016,7,000295,PORTA BALDE DOBLE (GRAFITO),3.5,85609.98230088498,3552.5080817686517,1273.0513388329164,998.6585958079826,79785.76428447543,22795.932652707266
DANES SRL,10016,7,000298,PORTA BALDE DOBLE (ESTRELLITA),3.5,85609.98230088498,3552.5080817686517,1273.0513388329164,998.6585958079826,79785.76428447543,22795.932652707266
DANES SRL,10016,7,000307,SOPORTE MATAFUEGOS DOBLE (GRAFITO),11.7,286181.94083438686,11875.527016198066,4255.6287612414635,3338.373020272399,266712.4120366749,22795.93265270726
DANES SRL,10016,7,000338,SOPORTE MATAFUEGO DOBLE ESTRELLITA,1.2,29351.993931731988,1218.002770892109,436.47474474271417,342.39723284845115,27355.119183248713,22795.932652707263
EDUARDO GHERBEZZA SAS,10035,7,000638,21209 - CARCASA CHASIS SS (ROJO),28.5,153489.4134969325,28927.565808687596,10366.275187639463,8131.934280150716,106063.63822045474,3721.531165629991
EDUARDO GHERBEZZA SAS,10035,7,000641,21218 - CARCASA ASPIRACION SS (ROJO),45.6,245583.06159509206,46284.10529390016,16586.04030022314,13011.094848241148,169701.82115272764,3721.531165629992
EDUARDO GHERBEZZA SAS,10035,7,000645,21206 - CARCASA CHASIS SD (ROJO),38.5,207345.34805725972,39077.58889945518,14003.564727162082,10985.244553887811,143278.94987675466,3721.5311656299914
EDUARDO GHERBEZZA SAS,10035,7,000658,21226 - CARCASA EOLO SENIOR (ROJO),7.7,41469.06961145195,7815.517779891035,2800.7129454324163,2197.048910777562,28655.789975350937,3721.531165629992
EDUARDO GHERBEZZA SAS,10035,7,000662,21103 - CHASIS 400 MM (ROJO),46.8,252045.77374233128,47502.108064792264,17022.515044965854,13353.492081089596,174167.6585514836,3721.5311656299914
EDUARDO GHERBEZZA SAS,10035,7,000672,21109 - ESTRUCTURA PWG (GRIS STARA),35.3,190111.448997955,35829.581510409545,12839.63207451484,10072.18526629194,131370.0501467387,3721.531165629992
EDUARDO GHERBEZZA SAS,10035,7,000673,21157 - TAPA PWG (GRIS SHELL),15.5,83476.69856850716,15732.535790689744,5637.798786260058,4422.6309242924945,57683.73306726487,3721.5311656299914
EDUARDO GHERBEZZA SAS,10035,7,000674,15615 - TAPA FONDO PWG (GRIS SHELL),5.0,26927.9672801636,5075.011545383789,1818.6447697613091,1426.6551368685466,18607.655828149957,3721.5311656299914
EDUARDO GHERBEZZA SAS,10035,7,000675,21423 - SOPORTE LATERAL VOLTIMETRO (GRIS STARA),0.8,4308.474764826176,812.0018472614063,290.9831631618095,228.26482189896748,2977.224932503993,3721.531165629991
EDUARDO GHERBEZZA SAS,10035,7,000676,21422 - SOPORTE FRONTAL VOLTIMETRO (GRIS STARA),0.8,4308.474764826176,812.0018472614063,290.9831631618095,228.26482189896748,2977.224932503993,3721.531165629991
EDUARDO GHERBEZZA SAS,10035,7,000686,15519 - CHAPA DEFLECTORA SD (ROJO),10.0,53855.9345603272,10150.023090767578,3637.2895395226183,2853.310273737093,37215.31165629991,3721.5311656299914
EDUARDO GHERBEZZA SAS,10035,7,000688,15519 - CHAPA DEFLECTORA SD (AMARILLO),10.0,53855.9345603272,10150.023090767578,3637.2895395226183,2853.310273737093,37215.31165629991,3721.5311656299914
FRIC ROT,10001,7,000040,VAINA T2U13005,105.0,823603.8636363636,106575.24245305956,38191.54016498749,29959.75787423948,648877.3231440772,6179.784029943592
FRIC ROT,10001,7,000041,VAINA T2U15001,24.0,188252.3116883117,24360.055417842188,8729.494894854284,6847.944656969024,148314.8167186462,6179.784029943592
FRIC ROT,10001,7,000042,VAINA T2U15002,675.0,5294596.266233766,685126.5586268115,245517.04391777673,192598.4434772538,4171354.2202119236,6179.78402994359
FRIC ROT,10001,7,000045,VAINA T2U14005,120.0,941261.5584415584,121800.27708921093,43647.47447427142,34239.72328484512,741574.0835932309,6179.784029943591
HERNAN PABLO DE CASTRO,10047,7,000690,VIGA Z 2280 (BEIGE),110.4,1101226.872605042,112056.25492207406,40155.67651632971,31500.545422057512,917514.3957445808,8310.818802034246
HERNAN PABLO DE CASTRO,10047,7,000692,VIGA Z 2000 (NARANJA),76.8,766070.8678991597,77952.17733709498,27934.383663533707,21913.422902300874,638270.8839962301,8310.818802034246
HERNAN PABLO DE CASTRO,10047,7,000693,VIGA Z 1900 (NARANJA),106.4,1061327.3482352942,107996.24568576703,38700.76070052066,30359.221312562677,884271.1205364438,8310.818802034246
HERNAN PABLO DE CASTRO,10047,7,000694,VIGA SIGMA 2280 (NARANJA),112.0,1117186.6823529413,113680.25861659685,40737.642842653324,31957.075065855443,930811.7058278357,8310.818802034248
HERNAN PABLO DE CASTRO,10047,7,000695,VIGA SIGMA 2650 (NARANJA),70.4,702231.628907563,71456.16255900374,25606.51835823923,20087.304327109137,585081.643663211,8310.818802034248
INDUSTRIAS BONO,10002,7,000344,CAPUCHON P/93 CH20 GONDOLAS METALICAS BLANCO,1.5,4109.225075357417,1522.5034636151368,545.5934309283928,427.996541060564,1613.1316397533237,1075.4210931688824
INDUSTRIAS BONO,10002,7,000347,CAPUCHON P/115 CH20 GONDOLAS METALICAS,1.4,3835.276737000255,1421.003232707461,509.2205355331665,399.4634383231931,1505.5895304364342,1075.4210931688817
INDUSTRIAS BONO,10002,7,000348,CHAPA FORRO GONDOLA METALICA CH26 DE 115,665.16,1822194.7674164926,675138.9359054961,241937.95101088646,189790.7861678965,715327.0943322135,1075.421093168882
INDUSTRIAS BONO,10002,7,000351,ESTANTE 300*1150/24 RU,47.04,128865.29836320858,47745.70861897068,17109.809993914394,13421.971527659287,50587.808222664215,1075.4210931688822
INDUSTRIAS BONO,10002,7,000353,ESTANTE 3022 CARGA 90 KG,298.4,817461.8416577686,302876.6890285045,108536.71985935491,85142.77856831485,320905.65420159436,1075.421093168882
INDUSTRIAS BONO,10002,7,000356,ESTANTE 4322 RU CARGA 160 KG,498.0,1364262.7250186624,505471.1499202254,181137.0190682264,142094.85163210725,535559.7043981033,1075.4210931688822
INDUSTRIAS BONO,10002,7,000358,ESTANTE 6022 RU CARGA 100 KG,313.6,859101.9890880572,318304.72412647126,114065.39995942931,89479.81018439525,337252.05481776135,1075.4210931688817
INDUSTRIAS BONO,10002,7,000375,ZOCALO GONDOLA 95 PUNTERA,3.0,8218.450150714834,3045.0069272302735,1091.1868618567855,855.993082121128,3226.2632795066475,1075.4210931688824
INDUSTRIAS BONO,10002,7,000377,ESTANTE 430*1150/24 RUU,11.88,32545.062596830743,12058.227431831883,4321.09997295287,3389.732605199667,12776.002586846324,1075.4210931688824
INDUSTRIAS BONO,10002,7,000567,CAPUCHON P/64 CH16 GONDOLAS METALICAS BLANCO,0.6,1643.6900301429666,609.0013854460545,218.23737237135708,171.19861642422558,645.2526559013293,1075.4210931688822
INDUSTRIAS BONO,10002,7,000677,SOPORTE INFERIOR P/VIDRIO M.E.R. AZUL,0.6,1643.6900301429666,609.0013854460545,218.23737237135708,171.19861642422558,645.2526559013293,1075.4210931688822
INDUSTRIAS BONO,10002,7,000678,CHAPA FORRO LATERAL CH24 0.55 MER (AZUL),2.68,7341.815467971917,2720.2061883257106,974.7935965920617,764.687153361541,2882.1285296926044,1075.4210931688822
INDUSTRIAS BONO,10002,7,000679,LATERAL MOSTRADOR DE ENCASTRE M.E.R. CH22 0.7-0.9 AZUL,6.48,17751.85232554404,6577.214962817391,2356.963621610657,1848.9450573816366,6968.728683734357,1075.4210931688822
INDUSTRIAS BONO,10002,7,000680,CERR. INTERIOR LATERAL METALICO CH 24 2190X440 AZUL,26.4,72322.36132629053,26796.0609596264,9602.444384339711,7532.739122665926,28391.116859658498,1075.4210931688826
INDUSTRIAS BONO,10002,7,000681,LATERAL E.E.R. 2320*500 1.25/18 AZUL,17.6,48214.90755086036,17864.040639750936,6401.629589559808,5021.826081777284,18927.41123977233,1075.4210931688822
INDUSTRIAS BONO,10002,7,000682,CHAPA FORRO FRONTAL CH 24 - 0.55 M.E.R AZUL,16.08,44050.8928078315,16321.237129954263,5848.76157955237,4588.122920169246,17292.77117815562,1075.421093168882
INDUSTRIAS BONO,10002,7,000683,RESGUARDO M.E.R. CH24-0.55 AZUL,33.6,92046.64168800613,34104.077584979066,12221.292852795998,9587.122519756635,36134.14873047444,1075.421093168882
INDUSTRIAS BONO,10002,7,000684,ESTANTE 430*1150/24 RUU AZUL,168.96,462863.1124882594,171494.79014160897,61455.64405977415,48209.53038506193,181703.14790181434,1075.4210931688822
INDUSTRIAS BONO,10002,7,000685,MENSULA M.E.R./E.E.R. CH16-1.65 430M AZUL,3.6,9862.1401808578,3654.0083126763284,1309.4242342281427,1027.1916985453538,3871.515935407975,1075.421093168882
JAIME,10013,7,000084,"MENSULAS 0,43 A 0,53 M DE LARGO",29.4,105000.0,29841.06788685668,10693.631246196497,8388.732204787055,56076.56866215977,1907.3662810258427
MENGARELLI RUBEN JOSE,10040,7,000635,VIGAS SIMPLE 2.70 (BLANCA),8.8,69182.42627463247,8932.020319875468,3200.814794779904,2510.913040888642,54538.67811908846,6197.577058987325
MENGARELLI RUBEN JOSE,10040,7,000669,VIGA SIMPLE 3 MTS (ROJO),9.6,75471.7377541445,9744.022167136873,3491.7979579417133,2739.1778627876092,59496.7397662783,6197.577058987323
MENGARELLI RUBEN JOSE,10040,7,000670,VIGA 2.40 MTS (ROJO),3.84,30188.6951016578,3897.60886685475,1396.7191831766854,1095.6711451150438,23798.69590651132,6197.577058987323
MENGARELLI RUBEN JOSE,10040,7,000671,VIGA SIMPLE 3 MTS (BLANCO),9.6,75471.7377541445,9744.022167136873,3491.7979579417133,2739.1778627876092,59496.7397662783,6197.577058987323
MENGARELLI RUBEN JOSE,10040,7,000687,MESITA PREMIUM (BLANCO),24.0,188679.34438536124,24360.055417842188,8729.494894854284,6847.944656969024,148741.84941569576,6197.577058987324
MENGARELLI RUBEN JOSE,10040,7,000705,BASTIDOR 3.0 X 1.0 M,257.6,2025158.2964028774,261464.5948181728,93696.57853810265,73501.27265146753,1596495.8503951347,6197.577058987324
